target_chembl_id,target_organism,document_journal,document_year,activity_id,standard_type,molecule_pref_name,target_pref_name,assay_chembl_id,bao_format,pchembl_value,assay_description
CHEMBL2366260,Homo sapiens,None,None,13270727,IC50,TEMSIROLIMUS,LC-2-ad,CHEMBL2363377,BAO_0000219,6.33,SANGER: Inhibition of human LC-2-ad cell growth in a cell viability assay.
CHEMBL614066,None,None,None,13270904,IC50,TEMSIROLIMUS,LCLC-103H cell line,CHEMBL2363379,BAO_0000219,5.89,SANGER: Inhibition of human LCLC-103H cell growth in a cell viability assay.
CHEMBL2366084,Homo sapiens,None,None,13271015,IC50,TEMSIROLIMUS,MEG-01,CHEMBL2363414,BAO_0000219,7.05,SANGER: Inhibition of human MEG-01 cell growth in a cell viability assay.
CHEMBL1075500,Homo sapiens,None,None,13271105,IC50,TEMSIROLIMUS,MEL-HO,CHEMBL2363415,BAO_0000219,7.47,SANGER: Inhibition of human MEL-HO cell growth in a cell viability assay.
CHEMBL1075522,Homo sapiens,None,None,13271479,IC50,TEMSIROLIMUS,NCI-H1703,CHEMBL2363486,BAO_0000219,7.63,SANGER: Inhibition of human NCI-H1703 cell growth in a cell viability assay.
CHEMBL1075524,Homo sapiens,None,None,13271601,IC50,TEMSIROLIMUS,NCI-H1755,CHEMBL2363488,BAO_0000219,5.51,SANGER: Inhibition of human NCI-H1755 cell growth in a cell viability assay.
CHEMBL614099,None,None,None,13271728,IC50,TEMSIROLIMUS,NCI-H520,CHEMBL2363532,BAO_0000219,6.12,SANGER: Inhibition of human NCI-H520 cell growth in a cell viability assay.
CHEMBL2366220,Homo sapiens,None,None,13271947,IC50,TEMSIROLIMUS,OCI-AML2,CHEMBL2363568,BAO_0000219,6.62,SANGER: Inhibition of human OCI-AML2 cell growth in a cell viability assay.
CHEMBL2366121,Homo sapiens,None,None,13272077,IC50,TEMSIROLIMUS,OCUB-M,CHEMBL2363569,BAO_0000219,6.46,SANGER: Inhibition of human OCUB-M cell growth in a cell viability assay.
CHEMBL1075565,Homo sapiens,None,None,13272200,IC50,TEMSIROLIMUS,RO82-W-1,CHEMBL2363605,BAO_0000219,6.05,SANGER: Inhibition of human RO82-W-1 cell growth in a cell viability assay.
CHEMBL1075566,Homo sapiens,None,None,13272299,IC50,TEMSIROLIMUS,RPMI-2650,CHEMBL2363606,BAO_0000219,6.93,SANGER: Inhibition of human RPMI-2650 cell growth in a cell viability assay.
CHEMBL614912,Homo sapiens,None,None,13272445,IC50,TEMSIROLIMUS,SK-HEP1,CHEMBL2363641,BAO_0000219,6.55,SANGER: Inhibition of human SK-HEP-1 cell growth in a cell viability assay.
CHEMBL2366096,Homo sapiens,None,None,13272579,IC50,TEMSIROLIMUS,SK-LMS-1,CHEMBL2363642,BAO_0000219,4.56,SANGER: Inhibition of human SK-LMS-1 cell growth in a cell viability assay.
CHEMBL612570,Homo sapiens,None,None,13272618,IC50,TEMSIROLIMUS,SW1573,CHEMBL2363681,BAO_0000219,5.47,SANGER: Inhibition of human SW1573 cell growth in a cell viability assay.
CHEMBL1075590,Homo sapiens,None,None,13272717,IC50,TEMSIROLIMUS,SW1710,CHEMBL2363682,BAO_0000219,6.72,SANGER: Inhibition of human SW1710 cell growth in a cell viability assay.
CHEMBL1075591,Homo sapiens,None,None,13272816,IC50,TEMSIROLIMUS,SW1783,CHEMBL2363683,BAO_0000219,6.31,SANGER: Inhibition of human SW1783 cell growth in a cell viability assay.
CHEMBL2366374,Homo sapiens,None,None,13272861,IC50,TEMSIROLIMUS,TGBC11TKB,CHEMBL2363797,BAO_0000219,5.3,SANGER: Inhibition of human TGBC11TKB cell growth in a cell viability assay.
CHEMBL2366089,Homo sapiens,None,None,13272991,IC50,TEMSIROLIMUS,TGBC1TKB,CHEMBL2363798,BAO_0000219,6.86,SANGER: Inhibition of human TGBC1TKB cell growth in a cell viability assay.
CHEMBL2366234,Homo sapiens,None,None,13273121,IC50,TEMSIROLIMUS,GCIY,CHEMBL2363239,BAO_0000219,6.6,SANGER: Inhibition of human GCIY cell growth in a cell viability assay.
CHEMBL1075448,Homo sapiens,None,None,13273220,IC50,TEMSIROLIMUS,GCT,CHEMBL2363240,BAO_0000219,5.64,SANGER: Inhibition of human GCT cell growth in a cell viability assay.
CHEMBL613888,Homo sapiens,None,None,13273386,IC50,TEMSIROLIMUS,HEL,CHEMBL2363275,BAO_0000219,6.8,SANGER: Inhibition of human HEL cell growth in a cell viability assay.
CHEMBL1075463,Homo sapiens,None,None,13273485,IC50,TEMSIROLIMUS,HGC-27,CHEMBL2363276,BAO_0000219,8.02,SANGER: Inhibition of human HGC-27 cell growth in a cell viability assay.
CHEMBL2366094,Homo sapiens,None,None,13273659,IC50,TEMSIROLIMUS,IST-MEL1,CHEMBL2363313,BAO_0000219,6.91,SANGER: Inhibition of human IST-MEL1 cell growth in a cell viability assay.
CHEMBL2366194,Homo sapiens,None,None,13273798,IC50,TEMSIROLIMUS,IST-MES1,CHEMBL2363314,BAO_0000219,6.49,SANGER: Inhibition of human IST-MES1 cell growth in a cell viability assay.
CHEMBL2366280,Homo sapiens,None,None,13273896,IC50,TEMSIROLIMUS,KP-N-YN,CHEMBL2363347,BAO_0000219,5.29,SANGER: Inhibition of human KP-N-YN cell growth in a cell viability assay.
CHEMBL2366065,Homo sapiens,None,None,13274035,IC50,TEMSIROLIMUS,KP-N-YS,CHEMBL2363348,BAO_0000219,6.56,SANGER: Inhibition of human KP-N-YS cell growth in a cell viability assay.
CHEMBL1075489,Homo sapiens,None,None,13274083,IC50,TEMSIROLIMUS,LCLC-97TM1,CHEMBL2363380,BAO_0000219,6.04,SANGER: Inhibition of human LCLC-97TM1 cell growth in a cell viability assay.
CHEMBL1075490,Homo sapiens,None,None,13274182,IC50,TEMSIROLIMUS,LK-2,CHEMBL2363381,BAO_0000219,6.49,SANGER: Inhibition of human LK-2 cell growth in a cell viability assay.
CHEMBL1075501,Homo sapiens,None,None,13274283,IC50,TEMSIROLIMUS,MEL-JUSO,CHEMBL2363416,BAO_0000219,7.18,SANGER: Inhibition of human MEL-JUSO cell growth in a cell viability assay.
CHEMBL1075502,Homo sapiens,None,None,13274414,IC50,TEMSIROLIMUS,MFE-280,CHEMBL2363418,BAO_0000219,6.32,SANGER: Inhibition of human MFE-280 cell growth in a cell viability assay.
CHEMBL2366243,Homo sapiens,None,None,13274644,IC50,TEMSIROLIMUS,NB10,CHEMBL2363452,BAO_0000219,6.68,SANGER: Inhibition of human NB10 cell growth in a cell viability assay.
CHEMBL2366171,Homo sapiens,None,None,13274821,IC50,TEMSIROLIMUS,NCI-H1770,CHEMBL2363489,BAO_0000219,5.42,SANGER: Inhibition of human NCI-H1770 cell growth in a cell viability assay.
CHEMBL1075525,Homo sapiens,None,None,13274911,IC50,TEMSIROLIMUS,NCI-H1792,CHEMBL2363490,BAO_0000219,6.17,SANGER: Inhibition of human NCI-H1792 cell growth in a cell viability assay.
CHEMBL614516,Homo sapiens,Bioorg. Med. Chem. Lett.,2014,15060940,IC50,TEMSIROLIMUS,A498,CHEMBL3375682,BAO_0000219,6.46,Cytotoxicity against human A498 cells after 72 hrs by MTT assay
CHEMBL6020,Homo sapiens,Toxicol Sci,2013,18129036,IC50,TEMSIROLIMUS,Bile salt export pump,CHEMBL4028921,BAO_0000219,5.57,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay
CHEMBL5748,Homo sapiens,Toxicol Sci,2013,18129632,IC50,TEMSIROLIMUS,Canalicular multispecific organic anion transporter 1,CHEMBL4028922,BAO_0000219,4.75,Inhibition of human MRP2 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay
CHEMBL5918,Homo sapiens,Toxicol Sci,2013,18130206,IC50,TEMSIROLIMUS,Canalicular multispecific organic anion transporter 2,CHEMBL4028923,BAO_0000219,4.14,Inhibition of human MRP3 overexpressed in Sf9 insect cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 10 mins by membrane vesicle transport assay
CHEMBL1743128,Homo sapiens,Toxicol Sci,2013,18130806,IC50,TEMSIROLIMUS,Multidrug resistance-associated protein 4,CHEMBL4028924,BAO_0000219,4.36,Inhibition of human MRP4 overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 20 mins by membrane vesicle transport assay
